Report Date/Time: 10/28/2015 11:26 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 1,,,,
    Pima,33,,0,"3,144",24,84,"2,185","3,952","9,389",,,
    Santa Cruz,24,,0,"1,322",4,18,457,"1,304","3,105",,,
    TOTALS,57,,0,"4,466",28,102,"2,642","5,256","12,494",,,
,,,,,,,,,,,,
 Legislative District 3,,,,,,,,,,,,
    Pima,41,,4,"5,354",116,154,"2,233","5,518","13,379",,,
    TOTALS,41,,4,"5,354",116,154,"2,233","5,518","13,379",,,
,,,,,,,,,,,,
 Legislative District 4,,,,,,,,,,,,
    Maricopa,18,,1,"1,012",6,39,"1,075","2,136","4,269",,,
    Pima,17,,0,773,4,8,326,786,"1,897",,,
    Pinal,1,,0,30,0,0,2,18,50,,,
    Yuma,23,,0,"3,482",9,101,"2,065","5,122","10,779",,,
    TOTALS,59,,1,"5,297",19,148,"3,468","8,062","16,995",,,
,,,,,,,,,,,,
 Legislative District 5,,,,,,,,,,,,
    La Paz,11,,0,538,8,13,552,836,"1,947",,,
    Mohave,22,,1,"4,586",25,130,"6,038","9,837","20,617",,,
    TOTALS,33,,1,"5,124",33,143,"6,590","10,673","22,564",,,
,,,,,,,,,,,,
 Legislative District 6,,,,,,,,,,,,
    Coconino,45,,1,"2,831",80,174,"2,106","5,903","11,095",,,
    Gila,18,,1,678,5,29,"1,322","1,286","3,321",,,
    Navajo,16,,0,498,3,16,"1,067",807,"2,391",,,
    Yavapai,10,,1,"1,131",23,56,"1,226","2,610","5,047",,,
    TOTALS,89,,3,"5,138",111,275,"5,721","10,606","21,854",,,
,,,,,,,,,,,,
 Legislative District 7,,,,,,,,,,,,
    Apache,45,,0,"1,527",8,14,579,948,"3,076",,,
    Coconino,26,,0,677,3,28,287,651,"1,646",,,
    Gila,3,,0,218,1,2,28,126,375,,,
    Graham,2,,0,139,1,0,24,76,240,,,
    Mohave,2,,0,17,0,0,8,20,45,,,
    Navajo,45,,0,"2,483",9,54,"1,558","2,153","6,257",,,
    Pinal,1,,0,0,0,0,0,0,0,,,
    TOTALS,124,,0,"5,061",22,98,"2,484","3,974","11,639",,,
,,,,,,,,,,,,
 Legislative District 8,,,,,,,,,,,,
    Gila,18,,0,623,1,11,439,668,"1,742",,,
    Pinal,51,,3,"6,075",28,120,"4,373","8,755","19,354",,,
    TOTALS,69,,3,"6,698",29,131,"4,812","9,423","21,096",,,
,,,,,,,,,,,,
 Legislative District 9,,,,,,,,,,,,
    Pima,57,,4,"5,944",110,238,"4,586","7,595","18,477",,,
    TOTALS,57,,4,"5,944",110,238,"4,586","7,595","18,477",,,
,,,,,,,,,,,,
 Legislative District 10,,,,,,,,,,,,
    Pima,49,,5,"5,325",78,178,"4,251","7,192","17,029",,,
    TOTALS,49,,5,"5,325",78,178,"4,251","7,192","17,029",,,
,,,,,,,,,,,,
 Legislative District 11,,,,,,,,,,,,
    Pima,34,,2,"2,190",22,96,"3,054","3,504","8,868",,,
    Pinal,27,,1,"2,914",19,88,"2,576","4,669","10,267",,,
    TOTALS,61,,3,"5,104",41,184,"5,630","8,173","19,135",,,
,,,,,,,,,,,,
 Legislative District 12,,,,,,,,,,,,
    Maricopa,34,,3,"2,701",30,151,"5,069","5,703","13,657",,,
    Pinal,1,,0,43,1,4,70,83,201,,,
    TOTALS,35,,3,"2,744",31,155,"5,139","5,786","13,858",,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 9,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,INACTIVE,,,,,,,
Legislative,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Legislative District 13,,,,,,,,,,,,
    Maricopa,29,,0,"1,722",14,70,"2,437","3,697","7,940",,,
    Yavapai,0,,0,0,0,0,0,0,0,,,
    Yuma,21,,1,"2,534",10,98,"3,728","5,155","11,526",,,
    TOTALS,50,,1,"4,256",24,168,"6,165","8,852","19,466",,,
,,,,,,,,,,,,
 Legislative District 14,,,,,,,,,,,,
    Cochise,49,,1,"2,128",26,77,"2,674","4,001","8,907",,,
    Graham,20,,0,459,2,18,889,685,"2,053",,,
    Greenlee,8,,0,98,0,2,58,91,249,,,
    Pima,17,,1,690,5,34,"1,134","1,299","3,163",,,
    TOTALS,94,,2,"3,375",33,131,"4,755","6,076","14,372",,,
,,,,,,,,,,,,
 Legislative District 15,,,,,,,,,,,,
    Maricopa,42,,5,"2,193",45,145,"3,591","4,418","10,397",,,
    TOTALS,42,,5,"2,193",45,145,"3,591","4,418","10,397",,,
,,,,,,,,,,,,
 Legislative District 16,,,,,,,,,,,,
    Maricopa,19,,0,"1,947",12,91,"2,677","3,854","8,581",,,
    Pinal,21,,0,"2,276",18,72,"2,613","4,453","9,432",,,
    TOTALS,40,,0,"4,223",30,163,"5,290","8,307","18,013",,,
,,,,,,,,,,,,
 Legislative District 17,,,,,,,,,,,,
    Maricopa,39,,3,"3,426",39,166,"3,892","6,160","13,686",,,
    TOTALS,39,,3,"3,426",39,166,"3,892","6,160","13,686",,,
,,,,,,,,,,,,
 Legislative District 18,,,,,,,,,,,,
    Maricopa,42,,4,"4,236",57,202,"3,748","6,590","14,837",,,
    TOTALS,42,,4,"4,236",57,202,"3,748","6,590","14,837",,,
,,,,,,,,,,,,
 Legislative District 19,,,,,,,,,,,,
    Maricopa,28,,2,"3,922",20,142,"1,586","5,253","10,925",,,
    TOTALS,28,,2,"3,922",20,142,"1,586","5,253","10,925",,,
,,,,,,,,,,,,
 Legislative District 20,,,,,,,,,,,,
    Maricopa,47,,3,"3,293",40,146,"3,278","5,730","12,490",,,
    TOTALS,47,,3,"3,293",40,146,"3,278","5,730","12,490",,,
,,,,,,,,,,,,
 Legislative District 21,,,,,,,,,,,,
    Maricopa,42,,1,"3,445",24,101,"3,850","5,444","12,865",,,
    TOTALS,42,,1,"3,445",24,101,"3,850","5,444","12,865",,,
,,,,,,,,,,,,
 Legislative District 22,,,,,,,,,,,,
    Maricopa,48,,0,"2,784",26,97,"4,202","5,004","12,113",,,
    TOTALS,48,,0,"2,784",26,97,"4,202","5,004","12,113",,,
,,,,,,,,,,,,
 Legislative District 23,,,,,,,,,,,,
    Maricopa,57,,1,"3,024",40,167,"4,603","6,138","13,973",,,
    TOTALS,57,,1,"3,024",40,167,"4,603","6,138","13,973",,,
,,,,,,,,,,,,
 Legislative District 24,,,,,,,,,,,,
    Maricopa,40,,1,"5,490",84,227,"2,451","6,867","15,120",,,
    TOTALS,40,,1,"5,490",84,227,"2,451","6,867","15,120",,,
,,,,,,,,,,,,
 Legislative District 25,,,,,,,,,,,,
    Maricopa,37,,1,"3,566",60,171,"4,691","6,469","14,958",,,
    TOTALS,37,,1,"3,566",60,171,"4,691","6,469","14,958",,,
,,,,,,,,,,,,
 Legislative District 26,,,,,,,,,,,,
    Maricopa,34,,3,"5,223",100,319,"3,391","9,428","18,464",,,
    TOTALS,34,,3,"5,223",100,319,"3,391","9,428","18,464",,,
,,,,,,,,,,,,
 Legislative District 27,,,,,,,,,,,,
    Maricopa,35,,0,"4,440",20,116,"1,230","5,011","10,817",,,
    TOTALS,35,,0,"4,440",20,116,"1,230","5,011","10,817",,,
,,,,,,,,,,,,
 Legislative District 28,,,,,,,,,,,,
    Maricopa,57,,0,"2,998",27,159,"2,992","4,704","10,880",,,
    TOTALS,57,,0,"2,998",27,159,"2,992","4,704","10,880",,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 10,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,INACTIVE,,,,,,,
Legislative,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Legislative District 29,,,,,,,,,,,,
    Maricopa,33,,1,"3,584",16,160,"1,624","4,731","10,116",,,
    TOTALS,33,,1,"3,584",16,160,"1,624","4,731","10,116",,,
,,,,,,,,,,,,
 Legislative District 30,,,,,,,,,,,,
    Maricopa,29,,1,"3,635",27,142,"1,583","4,877","10,265",,,
    TOTALS,29,,1,"3,635",27,142,"1,583","4,877","10,265",,,
,,,,,,,,,,,,
    STATE TOTALS,"1,517",,61,"126,204","1,381","4,927","116,082","199,760","448,415",,,
