questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Others_Unknown_perc,options_perc,state,url
18,Ideology,916,Liberal,87,8,5,27,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
18,Ideology,916,Moderate,63,31,6,45,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
18,Ideology,916,Conservative,14,83,3,28,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
19,Marital status,916,Married,55,40,5,57,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
19,Marital status,916,Unmarried,67,29,4,43,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
20,Marital status by gender,916,Married men,NA,NA,NA,26,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
20,Marital status by gender,916,Married women,62,37,1,31,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
20,Marital status by gender,916,Unmarried men,NA,NA,NA,22,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
20,Marital status by gender,916,Unmarried women,NA,NA,NA,21,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
21,White born-again or evangelical Christian?,916,Yes,NA,NA,NA,26,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
21,White born-again or evangelical Christian?,916,No,73,22,5,74,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
22,Religion,916,Protestant,45,49,6,46,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
22,Religion,916,Catholic,NA,NA,NA,28,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
22,Religion,916,Jewish,NA,NA,NA,1,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
22,Religion,916,Another religion,NA,NA,NA,8,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
22,Religion,916,No religion,NA,NA,NA,17,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
23,How often do you attend religious services?,916,Weekly or more,NA,NA,NA,27,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
23,How often do you attend religious services?,916,Monthly,NA,NA,NA,18,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
23,How often do you attend religious services?,916,Few times a year,NA,NA,NA,36,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
23,How often do you attend religious services?,916,Never,NA,NA,NA,19,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
24,How often do you attend religious services?,916,Monthly or more,NA,NA,NA,45,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
24,How often do you attend religious services?,916,Less often than that,NA,NA,NA,55,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
25,Union household?,916,Yes,NA,NA,NA,38,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
25,Union household?,916,No,51,46,3,62,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
26,Served in the U.S. military,916,Veterans,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
26,Served in the U.S. military,916,Non-veterans,57,38,5,84,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
27,Were you born a U.S. citizen?,916,Yes,51,44,5,95,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
27,Were you born a U.S. citizen?,916,No,NA,NA,NA,5,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
28,First-time voter?,916,Yes,NA,NA,NA,14,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
28,First-time voter?,916,No,50,45,5,86,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
29,When did you decide presidential vote?,916,Last few days,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
29,When did you decide presidential vote?,916,Last week,NA,NA,NA,6,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
29,When did you decide presidential vote?,916,In October,NA,NA,NA,8,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
29,When did you decide presidential vote?,916,In September,NA,NA,NA,12,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
29,When did you decide presidential vote?,916,Before September,63,34,3,57,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
30,When did you decide presidential vote?,916,In the last week,NA,NA,NA,22,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
30,When did you decide presidential vote?,916,Before that,68,30,2,77,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
31,When did you decide presidential vote?,916,In the last month,NA,NA,NA,30,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
31,When did you decide presidential vote?,916,Before that,66,32,2,69,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
32,Opinion of presidential candidate you voted for,916,Strongly favor ,NA,NA,NA,33,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
32,Opinion of presidential candidate you voted for,916,Have reservations,NA,NA,NA,39,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
32,Opinion of presidential candidate you voted for,916,Dislike opponents,NA,NA,NA,28,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
33,Most important issue facing the country,916,Foreign policy,NA,NA,NA,12,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
33,Most important issue facing the country,916,Immigration,NA,NA,NA,17,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
33,Most important issue facing the country,916,Economy,59,36,5,56,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
33,Most important issue facing the country,916,Terrorism,NA,NA,NA,12,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
34,Which candidate quality mattered most?,916,Cares about me,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
34,Which candidate quality mattered most?,916,Can bring change,23,74,3,41,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
34,Which candidate quality mattered most?,916,Right experience,NA,NA,NA,26,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
34,Which candidate quality mattered most?,916,Good judgment,NA,NA,NA,15,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
35,Illegal immigrants working in the U.S. should be:,916,Offered legal status,59,31,10,74,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
35,Illegal immigrants working in the U.S. should be:,916,Deported to home country,NA,NA,NA,25,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
36,View of U.S. wall along the entire Mexican border,916,Support,NA,NA,NA,34,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
36,View of U.S. wall along the entire Mexican border,916,Oppose,72,20,8,63,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
37,Effect of international trade,916,Creates U.S. jobs,NA,NA,NA,42,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
37,Effect of international trade,916,Takes away U.S. jobs,NA,NA,NA,42,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
37,Effect of international trade,916,Does not affect jobs,NA,NA,NA,9,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
38,How is the fight against ISIS going?,916,Very well,NA,NA,NA,10,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
38,How is the fight against ISIS going?,916,Somewhat well,NA,NA,NA,39,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
38,How is the fight against ISIS going?,916,Somewhat badly,NA,NA,NA,25,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
38,How is the fight against ISIS going?,916,Very badly,NA,NA,NA,24,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
39,How is the fight against ISIS going?,916,Well,NA,NA,NA,50,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
39,How is the fight against ISIS going?,916,Badly,NA,NA,NA,49,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
40,"In your vote, were Supreme Court appointments:",916,The most important factor,NA,NA,NA,30,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
40,"In your vote, were Supreme Court appointments:",916,An important factor,NA,NA,NA,43,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
40,"In your vote, were Supreme Court appointments:",916,A minor factor,NA,NA,NA,14,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
40,"In your vote, were Supreme Court appointments:",916,Not a factor at all,NA,NA,NA,10,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
41,"In your vote, were Supreme Court appointments:",916,Important,57,40,3,74,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
41,"In your vote, were Supreme Court appointments:",916,Not important,NA,NA,NA,23,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
42,Does the country's criminal justice system:,916,Treat all fairly,NA,NA,NA,37,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
42,Does the country's criminal justice system:,916,Treat blacks unfairly,NA,NA,NA,56,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
43,View on Obamacare,916,Did not go far enough,NA,NA,NA,31,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
43,View on Obamacare,916,Was about right,NA,NA,NA,21,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
43,View on Obamacare,916,Went too far,NA,NA,NA,44,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
44,Feelings about the federal government,916,Enthusiastic,NA,NA,NA,6,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
44,Feelings about the federal government,916,Satisfied,NA,NA,NA,24,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
44,Feelings about the federal government,916,Dissatisfied,NA,NA,NA,45,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
44,Feelings about the federal government,916,Angry,NA,NA,NA,24,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
45,Feelings about the federal government,916,Enthusiastic/Satisfied,NA,NA,NA,30,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
45,Feelings about the federal government,916,Dissatisfied/Angry,42,54,4,69,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
46,Opinion of government,916,Government should do more,NA,NA,NA,55,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
46,Opinion of government,916,Government doing too much,NA,NA,NA,41,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
47,Opinion of Barack Obama as president,916,Strongly approve,NA,NA,NA,43,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
47,Opinion of Barack Obama as president,916,Somewhat approve,NA,NA,NA,18,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
47,Opinion of Barack Obama as president,916,Somewhat disapprove,NA,NA,NA,9,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
47,Opinion of Barack Obama as president,916,Strongly disapprove,NA,NA,NA,27,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
48,Opinion of Barack Obama as president,916,Approve,92,4,4,61,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
48,Opinion of Barack Obama as president,916,Disapprove,NA,NA,NA,36,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
49,Should the next president:,916,Continue Obama's policies,NA,NA,NA,32,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
49,Should the next president:,916,Be more conservative,NA,NA,NA,48,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
49,Should the next president:,916,Be more liberal,NA,NA,NA,18,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
50,Opinion of Hillary Clinton,916,Favorable,NA,NA,NA,54,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
50,Opinion of Hillary Clinton,916,Unfavorable,NA,NA,NA,45,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
51,Opinion of Donald Trump,916,Favorable,NA,NA,NA,25,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
51,Opinion of Donald Trump,916,Unfavorable,80,14,6,74,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
52,Opinion of Clinton and Trump,916,Both favorable,NA,NA,NA,1,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
52,Opinion of Clinton and Trump,916,Only Clinton favorable,NA,NA,NA,53,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
52,Opinion of Clinton and Trump,916,Only Trump favorable,NA,NA,NA,24,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
52,Opinion of Clinton and Trump,916,Both unfavorable,NA,NA,NA,21,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
53,Is Hillary Clinton honest and trustworthy?,916,Yes,NA,NA,NA,36,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
53,Is Hillary Clinton honest and trustworthy?,916,No,25,68,7,62,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
54,Is Donald Trump honest and trustworthy?,916,Yes,NA,NA,NA,27,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
54,Is Donald Trump honest and trustworthy?,916,No,70,25,5,73,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
55,Which candidate is honest?,916,Both are,NA,NA,NA,1,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
55,Which candidate is honest?,916,Only Clinton is,NA,NA,NA,35,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
55,Which candidate is honest?,916,Only Trump is,NA,NA,NA,25,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
55,Which candidate is honest?,916,Neither is,NA,NA,NA,37,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
56,Is Clinton qualified to serve as president?,916,Yes,NA,NA,NA,52,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
56,Is Clinton qualified to serve as president?,916,No,NA,NA,NA,47,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
57,Is Trump qualified to serve as president?,916,Yes,NA,NA,NA,32,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
57,Is Trump qualified to serve as president?,916,No,73,17,10,68,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
58,Who is qualified to serve as president?,916,Both are,NA,NA,NA,6,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
58,Who is qualified to serve as president?,916,Only Clinton is,NA,NA,NA,46,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
58,Who is qualified to serve as president?,916,Only Trump is,NA,NA,NA,26,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
58,Who is qualified to serve as president?,916,Neither is,NA,NA,NA,21,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
59,Does Clinton have the temperament to be president?,916,Yes,82,15,3,64,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
59,Does Clinton have the temperament to be president?,916,No,NA,NA,NA,36,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
60,Does Trump have the temperament to be president?,916,Yes,NA,NA,NA,24,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
60,Does Trump have the temperament to be president?,916,No,68,26,6,74,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
61,Which candidate has the right temperament?,916,Both do,NA,NA,NA,5,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
61,Which candidate has the right temperament?,916,Only Clinton does,87,9,4,60,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
61,Which candidate has the right temperament?,916,Only Trump does,NA,NA,NA,20,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
61,Which candidate has the right temperament?,916,Neither does,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
62,How would you feel if Clinton wins?,916,Excited,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
62,How would you feel if Clinton wins?,916,Optimistic,NA,NA,NA,38,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
62,How would you feel if Clinton wins?,916,Concerned,NA,NA,NA,19,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
62,How would you feel if Clinton wins?,916,Scared,NA,NA,NA,25,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
63,How would you feel if Clinton wins?,916,Positive,NA,NA,NA,55,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
63,How would you feel if Clinton wins?,916,Negative,NA,NA,NA,44,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
64,How would you feel if Trump wins?,916,Excited,NA,NA,NA,15,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
64,How would you feel if Trump wins?,916,Optimistic,NA,NA,NA,17,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
64,How would you feel if Trump wins?,916,Concerned,NA,NA,NA,20,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
64,How would you feel if Trump wins?,916,Scared,NA,NA,NA,47,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
65,How would you feel if Trump wins?,916,Positive,NA,NA,NA,32,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
65,How would you feel if Trump wins?,916,Negative,80,13,7,66,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
66,Does Clinton's use of private email bother you:,916,A lot,NA,NA,NA,40,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
66,Does Clinton's use of private email bother you:,916,Some,NA,NA,NA,18,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
66,Does Clinton's use of private email bother you:,916,Not much,NA,NA,NA,18,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
66,Does Clinton's use of private email bother you:,916,Not at all,NA,NA,NA,22,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
67,Does Clinton's use of private email bother you?,916,Yes,NA,NA,NA,57,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
67,Does Clinton's use of private email bother you?,916,No,NA,NA,NA,40,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
68,Does Donald Trump's treatment of women bother you:,916,A lot,89,10,1,62,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
68,Does Donald Trump's treatment of women bother you:,916,Some,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
68,Does Donald Trump's treatment of women bother you:,916,Not much,NA,NA,NA,11,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
68,Does Donald Trump's treatment of women bother you:,916,Not at all,NA,NA,NA,9,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
69,Does Donald Trump's treatment of women bother you?,916,Yes,72,22,6,78,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
69,Does Donald Trump's treatment of women bother you?,916,No,NA,NA,NA,20,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
70,Who would better handle the economy?,916,Clinton,94,NA,NA,52,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
70,Who would better handle the economy?,916,Trump,NA,NA,NA,44,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
71,Who would better handle foreign policy?,916,Clinton,86,8,6,60,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
71,Who would better handle foreign policy?,916,Trump,NA,NA,NA,35,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
72,Who would be a better commander in chief?,916,Clinton,91,3,6,60,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
72,Who would be a better commander in chief?,916,Trump,NA,NA,NA,40,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
73,Opinion of the Democratic Party,916,Favorable,NA,NA,NA,54,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
73,Opinion of the Democratic Party,916,Unfavorable,NA,NA,NA,45,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
74,Opinion of the Republican Party,916,Favorable,NA,NA,NA,36,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
74,Opinion of the Republican Party,916,Unfavorable,75,18,7,64,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
75,Condition of national economy,916,Excellent,NA,NA,NA,4,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
75,Condition of national economy,916,Good,NA,NA,NA,31,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
75,Condition of national economy,916,Not good,NA,NA,NA,44,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
75,Condition of national economy,916,Poor,NA,NA,NA,21,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
76,Condition of national economy,916,Good,NA,NA,NA,35,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
76,Condition of national economy,916,Poor,40,56,4,65,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
77,Financial situation compared to four years ago:,916,Better today,NA,NA,NA,38,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
77,Financial situation compared to four years ago:,916,Worse today,NA,NA,NA,28,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
77,Financial situation compared to four years ago:,916,About the same,NA,NA,NA,33,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
78,Direction of the country,916,Right direction,NA,NA,NA,40,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
78,Direction of the country,916,Wrong track,39,56,5,57,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
79,Life for the next generation of Americans will be:,916,Better than today,NA,NA,NA,38,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
79,Life for the next generation of Americans will be:,916,Worse than today,NA,NA,NA,29,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
79,Life for the next generation of Americans will be:,916,About the same,NA,NA,NA,29,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
80,Vote for president in a two-way race,916,Clinton,97,1,2,56,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
80,Vote for president in a two-way race,916,Trump,NA,95,NA,37,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
80,Vote for president in a two-way race,916,Would not vote,NA,NA,NA,6,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
81,How confident are you in the vote count?,916,Very confident,NA,NA,NA,50,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
81,How confident are you in the vote count?,916,Somewhat confident,NA,NA,NA,33,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
81,How confident are you in the vote count?,916,Not very confident,NA,NA,NA,8,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
81,How confident are you in the vote count?,916,Not at all confident,NA,NA,NA,7,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
82,Are you confident in the vote count?,916,Confident,69,26,5,83,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
82,Are you confident in the vote count?,916,Not confident,NA,NA,NA,15,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
83,"Are you gay, lesbian, bisexual or transgender?",916,Yes,NA,NA,NA,8,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
83,"Are you gay, lesbian, bisexual or transgender?",916,No,60,35,5,92,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
84,Importance of debates to your vote,916,Most important factor,NA,NA,NA,31,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
84,Importance of debates to your vote,916,An important factor,NA,NA,NA,36,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
84,Importance of debates to your vote,916,A minor factor,NA,NA,NA,16,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
84,Importance of debates to your vote,916,Not a factor,NA,NA,NA,11,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
85,Importance of debates to your vote,916,Important,63,32,5,67,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
85,Importance of debates to your vote,916,Not important,NA,NA,NA,27,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
86,Were debates a factor in your vote?,916,Yes,63,33,4,83,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
86,Were debates a factor in your vote?,916,No,NA,NA,NA,11,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
87,Area type,916,Urban area,80,15,5,26,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
87,Area type,916,Suburban area,53,42,5,48,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
87,Area type,916,Rural area,34,59,7,26,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
88,Region,916,Chicago,82,12,6,20,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
88,Region,916,Cook Suburbs,59,34,7,20,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
88,Region,916,Collar Counties,61,36,3,27,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
88,Region,916,North,52,43,5,14,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
88,Region,916,Central / South,18,76,6,19,Illinois,http://www.cnn.com/election/results/exit-polls/illinois/president
1,Gender,1817,Male,33,62,5,49,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
1,Gender,1817,Female,42,53,5,51,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
2,Age,1817,18-29,46,46,8,19,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
2,Age,1817,30-44,37,57,6,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
2,Age,1817,45-64,34,63,3,38,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
2,Age,1817,65 and older,39,58,3,14,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
3,Age,1817,18-24,50,44,6,11,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
3,Age,1817,25-29,42,48,10,9,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
3,Age,1817,30-39,38,56,6,19,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
3,Age,1817,40-49,30,63,7,20,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
3,Age,1817,50-64,37,62,1,28,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
3,Age,1817,65 and older,39,58,3,14,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
4,Age,1817,18-44,41,53,6,47,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
4,Age,1817,45 and older,35,61,4,53,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
5,Race,1817,White,32,64,4,83,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
5,Race,1817,Black,83,12,5,9,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
5,Race,1817,Latino,NA,NA,NA,5,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
5,Race,1817,Asian,NA,NA,NA,1,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
5,Race,1817,Other race,NA,NA,NA,2,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
6,Race,1817,White,32,64,4,83,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
6,Race,1817,Non-white,69,27,4,17,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,White men,27,68,5,41,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,White women,35,60,5,42,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,Black men,NA,NA,NA,4,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,Black women,88,8,4,5,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,Latino men,NA,NA,NA,3,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,Latino women,NA,NA,NA,3,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
7,Race and gender,1817,Others,NA,NA,NA,3,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
8,Education,1817,High school or less,30,66,4,20,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
8,Education,1817,Some college,34,61,5,33,Indiana,http://www.cnn.com/election/results/exit-polls/indiana/president
