"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","MI","OSCODA",2613500000,1044,2843,140,18,28,4073,0.268587599691279
"President","MI","OTSEGO",2613700000,3556,8266,482,163,71,12538,0.300795127727965
"President","MI","OTTAWA",2613900000,44973,88467,6324,1418,1552,142734,0.337027877697842
"President","MI","PRESQUE ISLE",2614100000,2400,4488,237,50,43,7218,0.348432055749129
"President","MI","ROSCOMMON",2614300000,4287,8141,413,142,58,13041,0.344946894110074
"President","MI","SAGINAW",2614500000,44396,45469,3199,780,476,94320,0.494029933789573
"President","MI","SANILAC",2615100000,4873,13446,662,170,98,19249,0.266007969867351
"President","MI","SCHOOLCRAFT",2615300000,1369,2556,165,31,33,4154,0.348789808917197
"President","MI","SHIAWASSEE",2615500000,12546,19230,1660,362,313,34111,0.394826283987915
"President","MI","ST. CLAIR",2614700000,24553,49051,2972,1062,365,78003,0.333582413999239
"President","MI","ST. JOSEPH",2614900000,7526,14884,934,290,123,23757,0.335832217759929
"President","MI","TUSCOLA",2615700000,7429,17102,872,221,172,25796,0.302841302841303
"President","MI","VAN BUREN",2615900000,13258,17890,1480,417,229,33274,0.425645306279697
"President","MI","WASHTENAW",2616100000,128483,50631,5840,2472,1152,188578,0.717325278872673
"President","MI","WAYNE",2616300000,519444,228993,18801,7784,2816,777838,0.694038375975533
"President","MI","WEXFORD",2616500000,4436,10000,579,192,91,15298,0.307287337212524
"President","MN","AITKIN",2700100000,3134,5516,263,67,251,9231,0.362312138728324
"President","MN","ANOKA",2700300000,75500,93339,7726,2123,7070,185758,0.447171565811217
"President","MN","BECKER",2700500000,5208,10880,580,130,424,17222,0.323719542516161
"President","MN","BELTRAMI",2700700000,8688,10783,780,420,893,21564,0.446202044065533
"President","MN","BENTON",2700900000,5640,12872,683,245,618,20058,0.30466724286949
"President","MN","BIG STONE",2701100000,921,1608,94,20,112,2755,0.36417556346382
"President","MN","BLUE EARTH",2701300000,14428,15667,1604,587,1307,33593,0.479415185246719
"President","MN","BROWN",2701500000,3763,8708,503,136,669,13779,0.301740036885575
"President","MN","CARLTON",2701700000,8460,8160,703,233,655,18211,0.509025270758123
"President","MN","CARVER",2701900000,21508,29056,2461,488,2183,55696,0.425361917569813
"President","MN","CASS",2702100000,4949,9982,414,212,442,15999,0.3314580403188
"President","MN","CHIPPEWA",2702300000,1978,3764,209,70,201,6222,0.344479275513758
"President","MN","CHISAGO",2702500000,9278,18441,1213,317,979,30228,0.334716259605325
"President","MN","CLAY",2702700000,12971,13543,1486,416,982,29398,0.48921324583239
"President","MN","CLEARWATER",2702900000,1100,2925,94,33,93,4245,0.273291925465839
"President","MN","COOK",2703100000,1912,1156,105,77,145,3395,0.623207301173403
"President","MN","COTTONWOOD",2703300000,1678,3679,150,41,173,5721,0.313235019600523
"President","MN","CROW WING",2703500000,10982,22287,1174,311,1088,35842,0.330097087378641
"President","MN","DAKOTA",2703700000,110483,99583,9879,2678,8817,231440,0.52594422705245
"President","MN","DODGE",2703900000,3102,6527,454,98,473,10654,0.322151833004466
"President","MN","DOUGLAS",2704100000,6227,13966,781,167,644,21785,0.308374189075422
"President","MN","FARIBAULT",2704300000,2153,4659,271,63,266,7412,0.316059894304169
"President","MN","FILLMORE",2704500000,3872,6271,409,103,400,11055,0.381741102237997
"President","MN","FREEBORN",2704700000,6041,8808,511,169,522,16051,0.406828742676275
"President","MN","GOODHUE",2704900000,9446,14041,1130,262,838,25717,0.402179929322604
"President","MN","GRANT",2705100000,1105,2063,159,27,119,3473,0.348800505050505
"President","MN","HENNEPIN",2705300000,429288,191770,24400,10310,24209,679977,0.691220465721398
"President","MN","HOUSTON",2705500000,4145,5616,394,135,314,10604,0.424649113820305
"President","MN","HUBBARD",2705700000,3423,7261,342,132,347,11505,0.320385623362037
"President","MN","ISANTI",2705900000,5657,13635,765,219,740,21016,0.293230354551109
"President","MN","ITASCA",2706100000,9015,12920,792,274,879,23880,0.410987007066332
"President","MN","JACKSON",2706300000,1492,3609,181,49,153,5484,0.292491668300333
"President","MN","KANABEC",2706500000,2327,5230,298,81,241,8177,0.307926425830356
"President","MN","KANDIYOHI",2706700000,7266,12785,927,164,630,21772,0.362375941349559
"President","MN","KITTSON",2706900000,823,1349,121,15,77,2385,0.378913443830571
"President","MN","KOOCHICHING",2707100000,2306,3569,207,69,212,6363,0.392510638297872
"President","MN","LAC QUI PARLE",2707300000,1305,2293,106,33,123,3860,0.362701500833797
"President","MN","LAKE",2707500000,3077,2932,215,93,204,6521,0.512065235480113
"President","MN","LAKE OF THE WOODS",2707700000,553,1540,67,16,66,2242,0.264214046822742
"President","MN","LE SUEUR",2707900000,4623,9182,514,146,506,14971,0.334878667149583
"President","MN","LINCOLN",2708100000,860,1931,112,18,98,3019,0.308133285560731
"President","MN","LYON",2708300000,3825,7256,523,115,496,12215,0.345185452576482
"President","MN","MAHNOMEN",2708700000,930,991,54,34,79,2088,0.484122852680895
"President","MN","MARSHALL",2708900000,1225,3208,204,30,150,4817,0.276336566659147
"President","MN","MARTIN",2709100000,2733,7062,343,79,314,10531,0.279019908116386
"President","MN","MCLEOD",2708500000,4978,12155,857,135,682,18807,0.290550399813226
"President","MN","MEEKER",2709300000,3191,8104,448,94,445,12282,0.282514386896857
"President","MN","MILLE LACS",2709500000,3710,8340,451,128,388,13017,0.307883817427386
"President","MN","MORRISON",2709700000,3637,12925,442,146,464,17614,0.219599082236445
"President","MN","MOWER",2709900000,7437,8823,620,191,644,17715,0.457380073800738
"President","MN","MURRAY",2710100000,1295,2974,203,22,174,4668,0.303349730616069
"President","MN","NICOLLET",2710300000,7886,8437,831,250,693,18097,0.483121975127121
"President","MN","NOBLES",2710500000,2733,5299,258,40,302,8632,0.340263944223108
"President","MN","NORMAN",2710700000,1264,1699,161,29,108,3261,0.426594667566655
"President","MN","OLMSTED",2710900000,36268,35668,3547,1117,3529,80129,0.50417037366548
"President","MN","OTTER TAIL",2711100000,9340,20939,1000,245,976,32500,0.308464612437663
"President","MN","PENNINGTON",2711300000,2147,4000,315,46,207,6715,0.349276069627461
"President","MN","PINE",2711500000,4580,8191,473,147,420,13811,0.3586250097878
"President","MN","PIPESTONE",2711700000,1127,3338,131,44,168,4808,0.252407614781635
"President","MN","POLK",2711900000,4712,8979,517,124,464,14796,0.344167701409685
"President","MN","POPE",2712100000,2106,3793,221,43,156,6319,0.357009662654687
"President","MN","RAMSEY",2712300000,177738,70894,9626,4560,10325,273143,0.714863734354387
"President","MN","RED LAKE",2712500000,540,1141,100,23,77,1881,0.321237358715051
"President","MN","REDWOOD",2712700000,1887,5137,242,77,268,7611,0.268650341685649
"President","MN","RENVILLE",2712900000,2117,4890,244,66,289,7606,0.302126444983588
"President","MN","RICE",2713100000,14437,15429,1230,386,961,32443,0.483392486439429
"President","MN","ROCK",2713300000,1373,3091,155,40,180,4839,0.307571684587814
"President","MN","ROSEAU",2713500000,1856,5451,220,42,235,7804,0.254003010811551
"President","MN","SCOTT",2713900000,28502,39948,3400,740,2439,75029,0.416391526661797
"President","MN","SHERBURNE",2714100000,13293,31053,1927,457,1553,48283,0.299756460560141
"President","MN","SIBLEY",2714300000,1954,5193,291,64,272,7774,0.27340142717224
"President","MN","ST. LOUIS",2713700000,57771,44630,4366,1878,3777,112422,0.56416441245691
"President","MN","STEARNS",2714500000,25576,47617,2972,954,2473,79592,0.349432322763106
"President","MN","STEELE",2714700000,6241,11198,808,208,724,19179,0.357876025001434
"President","MN","STEVENS",2714900000,2116,2799,205,69,209,5398,0.430518819938962
"President","MN","SWIFT",2715100000,1686,2963,153,33,159,4994,0.362658636265864
"President","MN","TODD",2715300000,2783,8485,287,96,342,11993,0.246982605608804
"President","MN","TRAVERSE",2715500000,630,1049,40,16,63,1798,0.375223347230494
"President","MN","WABASHA",2715700000,3866,6989,467,127,383,11832,0.356149239981575
"President","MN","WADENA",2715900000,1684,4837,164,58,191,6934,0.258242600828094
"President","MN","WASECA",2716100000,2838,5967,387,106,355,9653,0.322316865417376
"President","MN","WASHINGTON",2716300000,67086,64428,6180,1478,5063,144235,0.510105388019526
"President","MN","WATONWAN",2716500000,1814,2768,156,52,208,4998,0.395896988214753
"President","MN","WILKIN",2716700000,893,2129,146,34,100,3302,0.295499669093316
"President","MN","WINONA",2716900000,11366,12122,1165,531,890,26074,0.483906675749319
"President","MN","WRIGHT",2717100000,20334,43274,3002,547,2461,69618,0.319676770217583
"President","MN","YELLOW MEDICINE",2717300000,1524,3382,163,37,170,5276,0.310640032613127
"President","MO","Adair",2900100000,3500,6030,426,147,123,10226,0.367261280167891
"President","MO","Andrew",2900300000,2045,6665,336,64,30,9140,0.234787600459242
"President","MO","Atchison",2900500000,541,2060,104,14,11,2730,0.2079969242599
"President","MO","Audrain",2900700000,2570,6981,363,73,74,10061,0.269081771542247
"President","MO","Barry",2900900000,2710,11428,338,66,63,14605,0.191681991795162
"President","MO","Barton",2901100000,795,4959,135,22,28,5939,0.138164754953076
"President","MO","Bates",2901300000,1618,6001,306,55,51,8031,0.21236382727392
"President","MO","Benton",2901500000,2025,7213,278,41,33,9590,0.219203290755575
"President","MO","Bollinger",2901700000,705,4827,97,12,35,5676,0.127440347071584
"President","MO","Boone",2901900000,41125,36200,4268,1280,995,83868,0.531846104106046
"President","MO","Buchanan",2902100000,12013,21320,1709,343,274,35659,0.360393603936039
"President","MO","Butler",2902300000,3036,13650,392,98,83,17259,0.181948939230493
"President","MO","Caldwell",2902500000,838,3232,188,26,28,4312,0.205896805896806
"President","MO","Callaway",2902700000,4989,13057,757,182,208,19193,0.276460157375596
"President","MO","Camden",2902900000,4768,16944,597,110,95,22514,0.219602063375092
"President","MO","Cape Girardeau",2903100000,8492,27017,1109,239,181,37038,0.239150637866456
"President","MO","Carroll",2903300000,745,3480,106,17,13,4361,0.176331360946746
"President","MO","Carter",2903500000,436,2324,55,18,17,2850,0.157971014492754
"President","MO","Cass",2903700000,14846,33098,2159,420,467,50990,0.309652928416486
"President","MO","Cedar",2903900000,1011,5021,179,30,47,6288,0.167606100795756
"President","MO","Chariton",2904100000,888,2950,98,10,23,3969,0.2313705054716
"President","MO","Christian",2904300000,8508,30946,1495,245,337,41531,0.215643534242409
"President","MO","Clark",2904500000,724,2458,101,22,11,3316,0.227529855436832
"President","MO","Clay",2904700000,45304,57476,5155,1097,1144,110176,0.440786145164429
"President","MO","Clinton",2904900000,2572,7067,434,77,58,10208,0.266832658989522
"President","MO","Cole",2905100000,10913,24616,1377,254,214,37374,0.30715753328267
"President","MO","Cooper",2905300000,1932,5624,306,58,66,7986,0.255690841715193
"President","MO","Crawford",2905500000,1824,7724,224,91,57,9920,0.191034771679933
"President","MO","Dade",2905700000,637,3184,94,16,20,3951,0.166710285265637
"President","MO","Dallas",2905900000,1272,5895,181,49,56,7453,0.177480117203851
"President","MO","Daviess",2906100000,730,2767,145,18,78,3738,0.208750357449242
"President","MO","De Kalb",2906300000,824,3540,178,30,22,4594,0.188817598533456
"President","MO","Dent",2906500000,978,5600,136,36,41,6791,0.148677409546975
"President","MO","Douglas",2906700000,984,5486,135,21,40,6666,0.152086553323029
"President","MO","Dunklin",2906900000,2360,8026,142,30,20,10578,0.227228962064317
"President","MO","Franklin",2907100000,12341,35430,1628,428,286,50113,0.258336647757007
"President","MO","Gasconade",2907300000,1520,5670,180,47,34,7451,0.211404728789986
"President","MO","Gentry",2907500000,605,2304,108,9,17,3043,0.207975249226538
"President","MO","Greene",2907700000,42728,78035,5754,1465,1249,129231,0.353816980366503
"President","MO","Grundy",2907900000,780,3462,118,28,40,4428,0.183875530410184
"President","MO","Harrison",2908100000,574,2965,97,19,34,3689,0.16219270980503
"President","MO","Henry",2908300000,2357,7075,311,61,62,9866,0.249893977947413
"President","MO","Hickory",2908500000,1016,3542,108,31,27,4724,0.222904782799473
"President","MO","Holt",2908700000,347,1926,66,6,10,2355,0.152661680598328
"President","MO","Howard",2908900000,1283,3277,209,41,58,4868,0.281359649122807
"President","MO","Howell",2909100000,2881,13893,434,132,115,17455,0.171753904852748
"President","MO","Iron",2909300000,933,3173,110,30,23,4269,0.227228446176327
"President","MO","Jackson",2909500000,71237,91557,7128,1799,1554,173275,0.437589837463297
"President","MO","Jasper",2909700000,10572,35070,1761,484,439,48326,0.231628762981464
"President","MO","Jefferson",2909900000,31568,69036,3968,930,736,106238,0.313784740169377
"President","MO","Johnson",2910100000,5930,13719,1100,205,178,21132,0.30179652908545
"President","MO","Kansas City",2.938e+09,97735,24654,3715,1726,771,128601,0.798560328134064
"President","MO","Knox",2910300000,379,1416,53,12,10,1870,0.211142061281337
"President","MO","Laclede",2910500000,2553,12881,426,87,104,16051,0.165414020992614
"President","MO","Lafayette",2910700000,4053,10988,598,92,145,15876,0.269463466524832
"President","MO","Lawrence",2910900000,2901,13089,472,104,149,16715,0.181425891181989
"President","MO","Lewis",2911100000,934,3344,127,26,25,4456,0.218326320710612
"President","MO","Lincoln",2911300000,5575,18159,808,198,222,24962,0.234895087216651
"President","MO","Linn",2911500000,1240,4088,172,54,33,5587,0.232732732732733
"President","MO","Livingston",2911700000,1265,4879,213,20,44,6421,0.205891927083333
"President","MO","Macon",2912100000,1548,5798,175,57,53,7631,0.21072692621835
"President","MO","Madison",2912300000,1005,4102,150,30,34,5321,0.196788721362835
"President","MO","Maries",2912500000,794,3561,110,23,12,4500,0.182319173363949
"President","MO","Marion",2912700000,2994,9419,380,63,82,12938,0.241198743253041
"President","MO","McDonald",2911900000,1329,6599,191,70,53,8242,0.16763370332997
"President","MO","Mercer",2912900000,216,1486,27,2,14,1745,0.126909518213866
"President","MO","Miller",2913100000,1750,9285,283,58,40,11416,0.158586316266425
"President","MO","Mississippi",2913300000,1458,3600,79,15,17,5169,0.288256227758007
"President","MO","Moniteau",2913500000,1237,5347,177,26,43,6830,0.187879708383961
"President","MO","Monroe",2913700000,853,3159,114,13,17,4156,0.212612163509472
"President","MO","Montgomery",2913900000,1119,4127,134,32,17,5429,0.213305375524209
"President","MO","Morgan",2914100000,1768,6760,202,51,40,8821,0.207317073170732
"President","MO","New Madrid",2914300000,1933,5270,106,24,24,7357,0.268360405386644
"President","MO","Newton",2914500000,4990,20553,641,168,254,26606,0.195356849234624
"President","MO","Nodaway",2914700000,2529,6380,401,61,87,9458,0.283870243573914
"President","MO","Oregon",2914900000,865,3671,88,14,30,4668,0.190696649029982
"President","MO","Osage",2915100000,998,5856,182,34,20,7090,0.145608403851765
"President","MO","Ozark",2915300000,724,3639,70,41,31,4505,0.165940866376347
"President","MO","Pemiscot",2915500000,1947,3964,79,21,16,6027,0.329385890712231
"President","MO","Perry",2915700000,1520,6908,231,39,42,8740,0.180351210251542
"President","MO","Pettis",2915900000,4324,12810,735,112,130,18111,0.252363721255982
"President","MO","Phelps",2916100000,4766,12709,750,198,130,18553,0.272732474964235
"President","MO","Pike",2916300000,1806,5274,208,50,44,7382,0.255084745762712
"President","MO","Platte",2916500000,20057,25933,2271,426,413,49100,0.436116547075451
"President","MO","Polk",2916700000,2631,10438,479,77,138,13763,0.20131609151427
"President","MO","Pulaski",2916900000,2922,9876,485,106,99,13488,0.228316924519456
"President","MO","Putnam",2917100000,353,1936,36,13,8,2346,0.154215814766273
"President","MO","Ralls",2917300000,1138,3969,120,17,22,5266,0.222831407871549
"President","MO","Randolph",2917500000,2283,7529,392,60,45,10309,0.232674276396249
"President","MO","Ray",2917700000,3090,7104,509,61,105,10869,0.303119482048264
"President","MO","Reynolds",2917900000,540,2406,62,21,9,3038,0.183299389002037
"President","MO","Ripley",2918100000,830,4522,115,35,22,5524,0.1550822122571
"President","MO","Saline",2919500000,2789,5977,383,69,56,9274,0.318161076887976
"President","MO","Schuyler",2919700000,354,1505,64,7,6,1936,0.190424959655729
"President","MO","Scotland",2919900000,365,1525,50,18,10,1968,0.193121693121693
"President","MO","Scott",2920100000,3575,13168,374,79,60,17256,0.213522068924327
"President","MO","Shannon",2920300000,776,2966,106,28,28,3904,0.207375734901122
"President","MO","Shelby",2920500000,606,2524,92,16,17,3255,0.193610223642173
"President","MO","St. Charles",2918300000,68626,121650,7964,1698,1067,201005,0.360665559503038
"President","MO","St. Clair",2918500000,936,3501,146,24,23,4630,0.210953346855984
"President","MO","St. Francois",2918700000,6250,17468,712,171,127,24728,0.263512943755797
"President","MO","St. Louis",2918900000,286704,202434,16677,5207,3836,514858,0.586141334347362
"President","MO","St. Louis City",2.951e+09,104235,20832,3518,2005,601,131191,0.833433279762048
"President","MO","Ste. Genevieve",2918600000,2542,5496,324,56,51,8469,0.316247822841503
"President","MO","Stoddard",2920700000,1876,11079,238,45,53,13291,0.144808954071787
"President","MO","Stone",2920900000,2887,13158,383,59,80,16567,0.179931442817077
"President","MO","Sullivan",2921100000,526,1884,58,9,9,2486,0.218257261410788
"President","MO","Taney",2921300000,4373,18276,525,129,212,23515,0.193076957040046
"President","MO","Texas",2921500000,1728,8875,222,52,79,10956,0.162972743563143
"President","MO","Vernon",2921700000,1707,6533,236,67,56,8599,0.207160194174757
"President","MO","Warren",2921900000,3915,11111,534,116,108,15784,0.260548382803141
"President","MO","Washington",2922100000,1926,7048,197,60,51,9282,0.214620013371963
"President","MO","Wayne",2922300000,948,4658,107,29,20,5762,0.169104530859793
"President","MO","Webster",2922500000,3177,12840,515,85,126,16743,0.198351751264282
"President","MO","Worth",2922700000,195,808,32,5,6,1046,0.194416749750748
"President","MO","Wright",2922900000,1170,6707,153,22,67,8119,0.14853370572553
"President","MS","state",NA,485131,700714,14435,3731,5346,1209357,0.409101526759399
"President","MT","Beaverhead",3000100000,1143,3353,265,70,18,4849,0.254225978647687
"President","MT","Big Horn",3000300000,2094,1853,185,71,21,4224,0.530529516088168
"President","MT","Blaine",3000500000,1202,1268,102,73,26,2671,0.48663967611336
"President","MT","Broadwater",3000700000,573,2348,169,37,5,3132,0.196165696679219
"President","MT","Carbon",3000900000,1828,3748,307,70,14,5967,0.327833572453372
"President","MT","Carter",3001100000,70,678,24,6,1,779,0.0935828877005348
"President","MT","Cascade",3001300000,12175,19632,1996,446,135,34384,0.382777376049297
"President","MT","Chouteau",3001500000,732,1679,131,37,10,2589,0.303608461219411
"President","MT","Custer",3001700000,1176,3657,302,35,15,5185,0.24332712600869
"President","MT","Daniels",3001900000,168,730,51,6,0,955,0.187082405345212
"President","MT","Dawson",3002100000,787,3320,184,33,7,4331,0.191624056488921
"President","MT","Deer Lodge",3002300000,2058,1763,276,74,23,4194,0.538602460088982
"President","MT","Fallon",3002500000,154,1279,45,4,2,1484,0.107466852756455
"President","MT","Fergus",3002700000,1202,4269,302,52,15,5840,0.219703893255346
"President","MT","Flathead",3002900000,13293,30240,2199,656,106,46494,0.305354558610709
"President","MT","Gallatin",3003100000,24246,23802,4015,1061,168,53292,0.50462037962038
"President","MT","Garfield",3003300000,34,653,27,1,1,716,0.049490538573508
"President","MT","Glacier",3003500000,3121,1620,203,95,22,5061,0.658299936722211
"President","MT","Golden Valley",3003700000,71,365,29,3,3,471,0.162844036697248
"President","MT","Granite",3003900000,472,1192,83,25,3,1775,0.283653846153846
"President","MT","Hill",3004100000,2371,3478,438,118,21,6426,0.40536843904941
"President","MT","Jefferson",3004300000,1998,4177,394,75,24,6668,0.323562753036437
"President","MT","Judith Basin",3004500000,235,872,79,12,3,1201,0.212285456187895
"President","MT","Lake",3004700000,4776,7530,534,229,41,13110,0.388103364212579
"President","MT","Lewis & Clark",3004900000,14478,16895,2210,559,103,34245,0.461479616230517
"President","MT","Liberty",3005100000,206,698,47,2,3,956,0.22787610619469
"President","MT","Lincoln",3005300000,2041,6729,396,96,22,9284,0.2327251995439
"President","MT","Madison",3005700000,1180,3297,195,58,13,4743,0.263569354478445
"President","MT","McCone",3005500000,154,862,37,7,0,1060,0.151574803149606
"President","MT","Meagher",3005900000,193,729,41,10,2,975,0.209327548806941
"President","MT","Mineral",3006100000,519,1330,108,35,11,2003,0.280692266089778
"President","MT","Missoula",3006300000,31543,22250,3357,1704,172,59026,0.586377409700147
"President","MT","Musselshell",3006500000,332,1967,94,18,5,2416,0.144410613310135
"President","MT","Park",3006700000,3595,4980,500,200,31,9306,0.419241982507289
"President","MT","Petroleum",3006900000,30,278,12,1,1,322,0.0974025974025974
"President","MT","Phillips",3007100000,318,1723,99,19,2,2161,0.155805977462028
"President","MT","Pondera",3007300000,738,1799,135,34,10,2716,0.290894757587702
"President","MT","Powder River",3007500000,127,884,39,1,0,1051,0.125618199802176
"President","MT","Powell",3007700000,551,2029,163,41,10,2794,0.213565891472868
"President","MT","Prairie",3007900000,100,556,30,1,2,689,0.152439024390244
"President","MT","Ravalli",3008100000,6223,14810,992,261,60,22346,0.295868397280464
"President","MT","Richland",3008300000,671,3908,239,23,6,4847,0.146538545533959
"President","MT","Roosevelt",3008500000,1560,1797,180,95,16,3648,0.464700625558534
"President","MT","Rosebud",3008700000,987,2253,152,33,15,3440,0.30462962962963
"President","MT","Sanders",3008900000,1218,4286,299,94,13,5910,0.221293604651163
"President","MT","Sheridan",3009100000,477,1241,92,20,2,1832,0.277648428405122
"President","MT","Silver Bow",3009300000,8619,6376,1057,293,94,16439,0.574791597199066
"President","MT","Stillwater",3009500000,908,3661,251,35,11,4866,0.198730575618297
"President","MT","Sweet Grass",3009700000,402,1595,77,23,3,2100,0.201301952929394
"President","MT","Teton",3009900000,808,2170,162,27,12,3179,0.271323035594359
"President","MT","Toole",3010100000,402,1497,96,29,6,2030,0.211690363349131
"President","MT","Treasure",3010300000,59,351,26,6,1,443,0.14390243902439
"President","MT","Valley",3010500000,886,2698,234,44,14,3876,0.247209821428571
"President","MT","Wheatland",3010700000,179,702,43,14,6,944,0.203178206583428
"President","MT","Wibaux",3010900000,55,463,18,0,1,537,0.106177606177606
"President","MT","Yellowstone",3011100000,22171,40920,4316,898,239,68544,0.351413038309743
"President","NC","ALAMANCE",3700100000,29818,38802,1795,216,496,71127,0.434538035558146
"President","NC","ALEXANDER",3700300000,3767,13892,437,23,151,18270,0.213318987485135
"President","NC","ALLEGHANY",3700500000,1306,3814,129,0,66,5315,0.255078125
"President","NC","ANSON",3700700000,5859,4506,129,3,48,10545,0.565267727930535
"President","NC","ASHE",3700900000,3500,9413,332,0,180,13425,0.271044683652134
"President","NC","AVERY",3701100000,1689,6298,166,23,73,8249,0.211468636534368
"President","NC","BEAUFORT",3701300000,8764,14543,426,25,180,23938,0.376024370360836
"President","NC","BERTIE",3701500000,5778,3456,70,3,40,9347,0.625730994152047
"President","NC","BLADEN",3701700000,7021,8511,211,0,76,15819,0.452034509399948
"President","NC","BRUNSWICK",3701900000,23282,42717,1717,96,536,68348,0.352762920650313
"President","NC","BUNCOMBE",3702100000,75421,55694,4284,1534,1958,138891,0.575227853411128
"President","NC","BURKE",3702300000,11251,26238,988,119,324,38920,0.300114700312092
"President","NC","CABARRUS",3702500000,35510,53789,2784,190,972,93245,0.397652829259006
"President","NC","CALDWELL",3702700000,8425,26621,849,123,302,36320,0.240398333618673
"President","NC","CAMDEN",3702900000,1274,3546,149,8,29,5006,0.264315352697095
"President","NC","CARTERET",3703100000,9939,26569,913,82,278,37781,0.272241700449217
"President","NC","CASWELL",3703300000,4792,6027,214,9,29,11071,0.442924484702838
"President","NC","CATAWBA",3703500000,21216,48324,1973,153,685,72351,0.305090595340811
"President","NC","CHATHAM",3703700000,21065,17105,1130,137,412,39849,0.551873198847262
"President","NC","CHEROKEE",3703900000,2860,10844,346,33,98,14181,0.208698190309399
"President","NC","CHOWAN",3704100000,2992,4014,162,11,49,7228,0.42706251784185
"President","NC","CLAY",3704300000,1367,4437,143,9,54,6010,0.2355272226051
"President","NC","CLEVELAND",3704500000,14964,28479,850,75,305,44673,0.344451350044886
"President","NC","COLUMBUS",3704700000,9053,14264,305,0,91,23713,0.388257494531887
"President","NC","CRAVEN",3704900000,17629,27722,1210,50,380,46991,0.388723512160702
"President","NC","CUMBERLAND",3705100000,71605,51265,3373,179,1084,127506,0.582770407748026
"President","NC","CURRITUCK",3705300000,2913,9163,482,27,84,12669,0.241222259026168
"President","NC","DARE",3705500000,7323,11626,690,52,205,19896,0.386458388305451
"President","NC","DAVIDSON",3705700000,18102,54304,1858,87,484,74835,0.250006905505069
"President","NC","DAVIE",3705900000,5270,15602,631,47,206,21756,0.252491376006133
"President","NC","DUPLIN",3706100000,8283,12217,260,11,85,20856,0.404048780487805
"President","NC","DURHAM",3706300000,121166,28314,3995,535,1996,156006,0.810583355632861
"President","NC","EDGECOMBE",3706500000,16224,8261,284,11,106,24886,0.662609761078211
"President","NC","FORSYTH",3706700000,94442,75947,5367,0,2499,178255,0.554272869727506
"President","NC","FRANKLIN",3706900000,12874,16368,777,53,296,30368,0.440257164352643
"President","NC","GASTON",3707100000,31177,61798,2445,138,873,96431,0.335326700726002
"President","NC","GATES",3707300000,2385,2874,108,0,25,5392,0.453508271534512
"President","NC","GRAHAM",3707500000,768,3281,74,0,43,4166,0.189676463324278
"President","NC","GRANVILLE",3707700000,12909,13591,596,42,215,27353,0.487132075471698
"President","NC","GREENE",3707900000,3605,4374,85,4,27,8095,0.451811003885199
"President","NC","GUILFORD",3708100000,149248,98062,6754,674,2667,257405,0.603485504023291
"President","NC","HALIFAX",3708300000,15748,9031,290,0,98,25167,0.635538157310626
"President","NC","HARNETT",3708500000,16737,27614,1252,73,389,46065,0.37737593289892
"President","NC","HAYWOOD",3708700000,10473,18929,905,117,303,30727,0.356200258485817
"President","NC","HENDERSON",3708900000,19827,35807,1626,227,687,58174,0.356382787504044
"President","NC","HERTFORD",3709100000,6910,3099,133,0,44,10186,0.690378659206714
"President","NC","HOKE",3709300000,9725,7759,577,27,140,18228,0.556222832303821
"President","NC","HYDE",3709500000,965,1288,42,1,8,2304,0.428317798490901
"President","NC","IREDELL",3709700000,24734,54754,2185,140,754,82567,0.311166465378422
"President","NC","JACKSON",3709900000,7713,9870,742,112,276,18713,0.438662344309845
"President","NC","JOHNSTON",3710100000,28362,54372,2347,112,716,85909,0.342809485822032
"President","NC","JONES",3710300000,2065,2974,59,0,37,5135,0.409803532446914
"President","NC","LEE",3710500000,10469,13712,684,28,191,25084,0.43294321988338
"President","NC","LENOIR",3710700000,12726,13667,401,19,146,26959,0.48217330352745
"President","NC","LINCOLN",3710900000,9897,28806,971,44,305,40023,0.255716611115417
"President","NC","MACON",3711300000,4876,12127,467,36,228,17734,0.286772922425454
"President","NC","MADISON",3711500000,3926,6783,336,121,103,11269,0.366607526379681
"President","NC","MARTIN",3711700000,5846,5897,165,9,47,11964,0.497828493570638
"President","NC","MCDOWELL",3711100000,4667,14568,396,15,229,19875,0.242630621263322
"President","NC","MECKLENBURG",3711900000,294562,155518,15488,1352,5937,472857,0.654465872733736
"President","NC","MITCHELL",3712100000,1596,6282,138,24,56,8096,0.202589489718203
"President","NC","MONTGOMERY",3712300000,4150,7130,203,6,51,11540,0.36790780141844
"President","NC","MOORE",3712500000,16328,30487,1354,54,464,48687,0.348777101356403
"President","NC","NASH",3712700000,23235,23318,750,60,301,47664,0.499108542951045
"President","NC","NEW HANOVER",3712900000,50975,55340,3949,449,1184,111897,0.479471382213234
"President","NC","NORTHAMPTON",3713100000,6144,3582,93,0,29,9848,0.631708821714991
"President","NC","ONSLOW",3713300000,17514,37122,1926,92,481,57135,0.320557873929277
"President","NC","ORANGE",3713500000,59923,18557,2404,459,997,82340,0.763544852191641
"President","NC","PAMLICO",3713700000,2448,4258,124,10,30,6870,0.365046227259171
"President","NC","PASQUOTANK",3713900000,8615,8180,442,32,122,17391,0.512950282822269
"President","NC","PENDER",3714100000,9354,17639,683,52,157,27885,0.346534286666914
"President","NC","PERQUIMANS",3714300000,2319,4177,162,7,43,6708,0.356988916256158
