Report Date/Time: 01/12/2016 01:50 PM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 1
,,,,,"2016 January Voter Registration - January 1, 2016",,,,,,
,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,ACTIVE,,,,,,
,,Precincts,Date/Period,Americans ,,Democratic,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 9,,,,,,,,,
,,,Pima,57,"6,903",,129,278,"5,413","8,872","21,595"
,,,TOTALS,57,"6,903",,129,278,"5,413","8,872","21,595"
,,Legislative District 10,,,,,,,,,
,,,Pima,49,"6,217",,89,211,"5,016","8,590","20,123"
,,,TOTALS,49,"6,217",,89,211,"5,016","8,590","20,123"
,,Legislative District 11,,,,,,,,,
,,,Pima,34,"2,541",,23,113,"3,632","4,085","10,394"
,,,Pinal,27,"2,861",,19,86,"2,529","4,625","10,120"
,,,TOTALS,61,"5,402",,42,199,"6,161","8,710","20,514"
,,Legislative District 12,,,,,,,,,
,,,Maricopa,34,"4,534",,41,253,"8,730","10,443","24,001"
,,,Pinal,1,44,,0,4,70,82,200
,,,TOTALS,35,"4,578",,41,257,"8,800","10,525","24,201"
Report Date/Time: 01/12/2016 01:50 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 9
,,,,,,"2016 January Voter Registration - January 1, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 13,,,,,,,,,
,,,Maricopa,29,"1,941",,15,82,"2,757","4,101","8,896"
,,,Yavapai,0,0,,0,0,0,0,0
,,,Yuma,21,"2,680",,12,102,"3,961","5,578","12,333"
,,,TOTALS,50,"4,621",,27,184,"6,718","9,679","21,229"
,,Legislative District 14,,,,,,,,,
,,,Cochise,49,"2,037",,25,73,"2,570","3,849","8,554"
,,,Graham,20,479,,3,17,923,722,"2,144"
,,,Greenlee,8,96,,0,2,55,91,244
,,,Pima,17,848,,6,45,"1,380","1,607","3,886"
,,,TOTALS,94,"3,460",,34,137,"4,928","6,269","14,828"
,,Legislative District 15,,,,,,,,,
,,,Maricopa,42,"2,920",,47,197,"5,018","5,810","13,992"
,,,TOTALS,42,"2,920",,47,197,"5,018","5,810","13,992"
,,Legislative District 16,,,,,,,,,
,,,Maricopa,19,"2,237",,12,108,"3,245","4,678","10,280"
,,,Pinal,21,"2,251",,17,72,"2,569","4,382","9,291"
,,,TOTALS,40,"4,488",,29,180,"5,814","9,060","19,571"
,,Legislative District 17,,,,,,,,,
,,,Maricopa,39,"5,035",,42,244,"5,913","9,678","20,912"
,,,TOTALS,39,"5,035",,42,244,"5,913","9,678","20,912"
,,Legislative District 18,,,,,,,,,
,,,Maricopa,42,"6,641",,63,330,"6,158","11,244","24,436"
,,,TOTALS,42,"6,641",,63,330,"6,158","11,244","24,436"
,,Legislative District 19,,,,,,,,,
,,,Maricopa,28,"4,976",,22,160,"1,952","6,347","13,457"
,,,TOTALS,28,"4,976",,22,160,"1,952","6,347","13,457"
,,Legislative District 20,,,,,,,,,
,,,Maricopa,47,"4,260",,45,210,"4,255","7,238","16,008"
,,,TOTALS,47,"4,260",,45,210,"4,255","7,238","16,008"
,,Legislative District 21,,,,,,,,,
,,,Maricopa,42,"4,029",,25,130,"4,415","6,207","14,806"
,,,TOTALS,42,"4,029",,25,130,"4,415","6,207","14,806"
,,Legislative District 22,,,,,,,,,
,,,Maricopa,48,"3,111",,26,108,"4,772","5,651","13,668"
,,,TOTALS,48,"3,111",,26,108,"4,772","5,651","13,668"
,,Legislative District 23,,,,,,,,,
,,,Maricopa,57,"3,463",,42,194,"5,465","7,001","16,165"
,,,TOTALS,57,"3,463",,42,194,"5,465","7,001","16,165"
,,Legislative District 24,,,,,,,,,
,,,Maricopa,40,"7,266",,93,293,"3,305","8,784","19,741"
,,,TOTALS,40,"7,266",,93,293,"3,305","8,784","19,741"
,,Legislative District 25,,,,,,,,,
,,,Maricopa,37,"3,619",,61,172,"4,733","6,648","15,233"
,,,TOTALS,37,"3,619",,61,172,"4,733","6,648","15,233"
,,Legislative District 26,,,,,,,,,
,,,Maricopa,34,"7,555",,122,499,"5,038","14,537","27,751"
,,,TOTALS,34,"7,555",,122,499,"5,038","14,537","27,751"
,,Legislative District 27,,,,,,,,,
,,,Maricopa,35,"6,211",,23,166,"1,806","6,973","15,179"
,,,TOTALS,35,"6,211",,23,166,"1,806","6,973","15,179"
,,Legislative District 28,,,,,,,,,
,,,Maricopa,57,"3,966",,29,230,"3,888","5,962","14,075"
,,,TOTALS,57,"3,966",,29,230,"3,888","5,962","14,075"
Report Date/Time: 01/12/2016 01:50 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 10
,,,,,,"2016 January Voter Registration - January 1, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 29,,,,,,,,,
,,,Maricopa,33,"4,611",,17,194,"2,047","5,930","12,799"
,,,TOTALS,33,"4,611",,17,194,"2,047","5,930","12,799"
,,Legislative District 30,,,,,,,,,
,,,Maricopa,29,"4,878",,28,181,"2,136","6,213","13,436"
,,,TOTALS,29,"4,878",,28,181,"2,136","6,213","13,436"
,,,STATE TOTALS,"1,466","150,172",,"1,486","6,059","138,762","239,979","536,458"
